ProductReference;ProductName;GarmentType;Material;Size;Collection;Weight
PRD04400;Shirt Cotton XL;Shirt;Cotton;XL;Winter;0.21
PRD04401;Shirt Cotton L;Shirt;Cotton;L;Summer;0.18
PRD04402;Dress Polyester S;Dress;Polyester;S;Winter;0.42
PRD04403;Pants Cotton S;Pants;Cotton;S;Autumn;0.43
PRD04404;Jacket Linen L;Jacket;Linen;L;Summer;0.75
PRD04405;Hoodie Polyester L;Hoodie;Polyester;L;Spring;0.77
PRD04406;Coat Cotton XL;Coat;Cotton;XL;Spring;1.61
PRD04407;Shorts Cotton XL;Shorts;Cotton;XL;Autumn;0.29
PRD04408;Shirt Polyester XL;Shirt;Polyester;XL;Summer;0.15
PRD04409;Jacket Linen M;Jacket;Linen;M;Spring;0.88
PRD04410;Skirt Polyester M;Skirt;Polyester;M;Autumn;0.27
PRD04411;Shirt Polyester L;Shirt;Polyester;L;Summer;0.16
PRD04412;Shirt Linen M;Shirt;Linen;M;Summer;0.19
PRD04413;Coat Polyester L;Coat;Polyester;L;Spring;1.09
PRD04414;Suit Cotton M;Suit;Cotton;M;Winter;0.94
PRD04415;Jacket Polyester L;Jacket;Polyester;L;Summer;0.56
PRD04416;Dress Polyester M;Dress;Polyester;M;Summer;0.41
PRD04417;Jacket Wool M;Jacket;Wool;M;Autumn;0.99
PRD04418;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.18
PRD04419;Pants Denim XL;Pants;Denim;XL;Spring;0.51
PRD04420;Shirt Cotton M;Shirt;Cotton;M;Winter;0.22
PRD04421;Shirt Denim XL;Shirt;Denim;XL;Winter;0.28
PRD04422;Shorts Polyester L;Shorts;Polyester;L;Autumn;0.3
PRD04423;Skirt Wool L;Skirt;Wool;L;Autumn;0.42
PRD04424;Sweater Cotton L;Sweater;Cotton;L;Summer;0.8
PRD04425;Pants Cotton L;Pants;Cotton;L;Winter;0.43
PRD04426;Jacket Linen S;Jacket;Linen;S;Summer;0.66
PRD04427;Pants Wool S;Pants;Wool;S;Winter;0.49
PRD04428;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.24
PRD04429;Shirt Polyester L;Shirt;Polyester;L;Summer;0.17
PRD04430;T-Shirt Cotton S;T-Shirt;Cotton;S;Winter;0.14
PRD04431;Coat Denim L;Coat;Denim;L;Spring;2.02
PRD04432;Skirt Silk M;Skirt;Silk;M;Spring;0.19
PRD04433;Dress Cotton S;Dress;Cotton;S;Winter;0.46
PRD04434;Shorts Silk M;Shorts;Silk;M;Summer;0.22
PRD04435;Shirt Silk M;Shirt;Silk;M;Summer;0.15
PRD04436;Pants Cotton S;Pants;Cotton;S;Winter;0.37
PRD04437;Pants Wool M;Pants;Wool;M;Winter;0.45
PRD04438;T-Shirt Polyester M;T-Shirt;Polyester;M;Spring;0.1
PRD04439;Hoodie Wool XS;Hoodie;Wool;XS;Winter;1.07
PRD04440;Pants Cotton M;Pants;Cotton;M;Spring;0.32
PRD04441;Blouse Cotton M;Blouse;Cotton;M;Spring;0.24
PRD04442;T-Shirt Polyester XS;T-Shirt;Polyester;XS;Spring;0.12
PRD04443;Pants Cotton S;Pants;Cotton;S;Autumn;0.33
PRD04444;Jacket Linen S;Jacket;Linen;S;Spring;0.65
PRD04445;Jacket Cotton S;Jacket;Cotton;S;Autumn;0.8
PRD04446;Hoodie Polyester L;Hoodie;Polyester;L;Winter;0.71
PRD04447;Shirt Silk M;Shirt;Silk;M;Summer;0.14
PRD04448;T-Shirt Polyester S;T-Shirt;Polyester;S;Winter;0.12
PRD04449;Pants Polyester S;Pants;Polyester;S;Autumn;0.27
PRD04450;Sweater Denim M;Sweater;Denim;M;Summer;0.97
PRD04451;Jacket Silk L;Jacket;Silk;L;Spring;0.54
PRD04452;Skirt Cotton M;Skirt;Cotton;M;Winter;0.28
PRD04453;T-Shirt Polyester S;T-Shirt;Polyester;S;Summer;0.1
PRD04454;T-Shirt Denim M;T-Shirt;Denim;M;Winter;0.19
PRD04455;T-Shirt Cotton M;T-Shirt;Cotton;M;Autumn;0.16
PRD04456;Shirt Cotton XS;Shirt;Cotton;XS;Autumn;0.2
PRD04457;Coat Cotton L;Coat;Cotton;L;Spring;1.53
PRD04458;Shirt Cotton M;Shirt;Cotton;M;Summer;0.19
PRD04459;Jacket Wool XS;Jacket;Wool;XS;Winter;0.95
PRD04460;Skirt Linen L;Skirt;Linen;L;Spring;0.24
PRD04461;Jacket Denim L;Jacket;Denim;L;Winter;1.04
PRD04462;Dress Linen L;Dress;Linen;L;Autumn;0.43
PRD04463;Hoodie Cotton M;Hoodie;Cotton;M;Winter;0.8
PRD04464;Shirt Cotton M;Shirt;Cotton;M;Summer;0.22
PRD04465;Coat Denim M;Coat;Denim;M;Winter;1.64
PRD04466;Jacket Cotton L;Jacket;Cotton;L;Spring;0.84
PRD04467;Shirt Cotton M;Shirt;Cotton;M;Summer;0.21
PRD04468;Shirt Silk S;Shirt;Silk;S;Spring;0.13
PRD04469;Shorts Polyester L;Shorts;Polyester;L;Winter;0.26
PRD04470;Blouse Cotton L;Blouse;Cotton;L;Spring;0.24
PRD04471;Blouse Silk M;Blouse;Silk;M;Winter;0.16
PRD04472;Hoodie Denim L;Hoodie;Denim;L;Autumn;1.03
PRD04473;Pants Cotton L;Pants;Cotton;L;Winter;0.4
PRD04474;Jacket Silk S;Jacket;Silk;S;Summer;0.51
PRD04475;Suit Cotton XL;Suit;Cotton;XL;Spring;0.92
PRD04476;Dress Polyester M;Dress;Polyester;M;Autumn;0.4
PRD04477;Jacket Silk L;Jacket;Silk;L;Winter;0.56
PRD04478;Jacket Denim L;Jacket;Denim;L;Autumn;1.17
PRD04479;Skirt Cotton M;Skirt;Cotton;M;Autumn;0.33
PRD04480;Skirt Cotton M;Skirt;Cotton;M;Summer;0.32
PRD04481;Shirt Cotton XL;Shirt;Cotton;XL;Winter;0.2
PRD04482;Dress Polyester S;Dress;Polyester;S;Autumn;0.38
PRD04483;Skirt Cotton M;Skirt;Cotton;M;Winter;0.3
PRD04484;Skirt Polyester M;Skirt;Polyester;M;Spring;0.23
PRD04485;Pants Cotton L;Pants;Cotton;L;Summer;0.37
PRD04486;Sweater Polyester XL;Sweater;Polyester;XL;Summer;0.56
PRD04487;Shirt Cotton S;Shirt;Cotton;S;Summer;0.18
PRD04488;Jacket Linen L;Jacket;Linen;L;Summer;0.66
PRD04489;T-Shirt Cotton M;T-Shirt;Cotton;M;Winter;0.16
PRD04490;Skirt Cotton XL;Skirt;Cotton;XL;Spring;0.26
PRD04491;Pants Silk M;Pants;Silk;M;Winter;0.25
PRD04492;Coat Wool XS;Coat;Wool;XS;Spring;2.03
PRD04493;Skirt Cotton XS;Skirt;Cotton;XS;Autumn;0.29
PRD04494;T-Shirt Cotton S;T-Shirt;Cotton;S;Autumn;0.17
PRD04495;Sweater Wool S;Sweater;Wool;S;Summer;0.74
PRD04496;Suit Cotton L;Suit;Cotton;L;Summer;1.01
PRD04497;Dress Linen S;Dress;Linen;S;Spring;0.48
PRD04498;Shirt Polyester XL;Shirt;Polyester;XL;Autumn;0.15
PRD04499;Pants Cotton L;Pants;Cotton;L;Winter;0.47
PRD04500;Jacket Polyester L;Jacket;Polyester;L;Summer;0.62
PRD04501;Skirt Wool S;Skirt;Wool;S;Spring;0.38
PRD04502;Dress Silk L;Dress;Silk;L;Summer;0.33
PRD04503;Pants Cotton L;Pants;Cotton;L;Spring;0.46
PRD04504;Shirt Polyester L;Shirt;Polyester;L;Spring;0.16
PRD04505;Dress Cotton XL;Dress;Cotton;XL;Summer;0.6
PRD04506;Pants Polyester S;Pants;Polyester;S;Summer;0.36
PRD04507;Sweater Silk S;Sweater;Silk;S;Winter;0.53
PRD04508;Shirt Cotton L;Shirt;Cotton;L;Spring;0.18
PRD04509;Skirt Denim L;Skirt;Denim;L;Winter;0.39
PRD04510;Shorts Polyester M;Shorts;Polyester;M;Winter;0.23
PRD04511;Shirt Denim M;Shirt;Denim;M;Winter;0.26
PRD04512;Dress Linen L;Dress;Linen;L;Winter;0.46
PRD04513;Shirt Cotton M;Shirt;Cotton;M;Spring;0.18
PRD04514;Suit Cotton S;Suit;Cotton;S;Summer;0.98
PRD04515;Skirt Cotton M;Skirt;Cotton;M;Autumn;0.3
PRD04516;Jacket Cotton S;Jacket;Cotton;S;Winter;0.72
PRD04517;Dress Polyester M;Dress;Polyester;M;Winter;0.43
PRD04518;Blouse Polyester XL;Blouse;Polyester;XL;Autumn;0.2
PRD04519;Shirt Denim L;Shirt;Denim;L;Spring;0.28
PRD04520;Shirt Polyester XL;Shirt;Polyester;XL;Autumn;0.17
PRD04521;T-Shirt Linen L;T-Shirt;Linen;L;Winter;0.11
PRD04522;Skirt Denim M;Skirt;Denim;M;Winter;0.36
PRD04523;Blouse Silk L;Blouse;Silk;L;Spring;0.2
PRD04524;Skirt Cotton XL;Skirt;Cotton;XL;Spring;0.32
PRD04525;T-Shirt Polyester XL;T-Shirt;Polyester;XL;Spring;0.1
PRD04526;Jacket Cotton L;Jacket;Cotton;L;Spring;0.84
PRD04527;Sweater Cotton S;Sweater;Cotton;S;Spring;0.64
PRD04528;Blouse Cotton XS;Blouse;Cotton;XS;Spring;0.2
PRD04529;Skirt Linen S;Skirt;Linen;S;Spring;0.31
PRD04530;Shirt Polyester XL;Shirt;Polyester;XL;Spring;0.16
PRD04531;Pants Polyester M;Pants;Polyester;M;Autumn;0.33
PRD04532;Shirt Denim L;Shirt;Denim;L;Autumn;0.23
PRD04533;Pants Cotton M;Pants;Cotton;M;Summer;0.35
PRD04534;Pants Polyester L;Pants;Polyester;L;Summer;0.27
PRD04535;Skirt Linen XS;Skirt;Linen;XS;Summer;0.31
PRD04536;Skirt Cotton S;Skirt;Cotton;S;Spring;0.25
PRD04537;Jacket Polyester M;Jacket;Polyester;M;Spring;0.74
PRD04538;Suit Cotton L;Suit;Cotton;L;Summer;0.9
PRD04539;Shirt Silk S;Shirt;Silk;S;Autumn;0.12
PRD04540;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.2
PRD04541;Shirt Cotton M;Shirt;Cotton;M;Winter;0.19
PRD04542;Dress Polyester L;Dress;Polyester;L;Spring;0.4
PRD04543;Pants Cotton S;Pants;Cotton;S;Winter;0.36
PRD04544;Pants Cotton L;Pants;Cotton;L;Spring;0.39
PRD04545;Jacket Polyester M;Jacket;Polyester;M;Winter;0.59
PRD04546;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.16
PRD04547;Shirt Polyester M;Shirt;Polyester;M;Summer;0.17
PRD04548;Suit Polyester L;Suit;Polyester;L;Spring;0.82
PRD04549;Suit Polyester XL;Suit;Polyester;XL;Spring;0.88
PRD04550;T-Shirt Wool XS;T-Shirt;Wool;XS;Summer;0.18
PRD04551;Shorts Cotton XS;Shorts;Cotton;XS;Spring;0.31
PRD04552;Shirt Cotton L;Shirt;Cotton;L;Spring;0.2
PRD04553;Shirt Linen L;Shirt;Linen;L;Winter;0.17
PRD04554;Blouse Silk M;Blouse;Silk;M;Spring;0.16
PRD04555;Dress Cotton M;Dress;Cotton;M;Summer;0.51
PRD04556;Skirt Polyester XS;Skirt;Polyester;XS;Spring;0.26
PRD04557;Suit Polyester S;Suit;Polyester;S;Winter;0.85
PRD04558;Coat Polyester M;Coat;Polyester;M;Summer;1.27
PRD04559;Shorts Wool L;Shorts;Wool;L;Summer;0.32
PRD04560;Hoodie Cotton M;Hoodie;Cotton;M;Winter;0.95
PRD04561;Sweater Wool M;Sweater;Wool;M;Autumn;0.81
PRD04562;Pants Cotton L;Pants;Cotton;L;Summer;0.41
PRD04563;Blouse Polyester M;Blouse;Polyester;M;Spring;0.21
PRD04564;Shirt Linen L;Shirt;Linen;L;Spring;0.16
PRD04565;Pants Polyester L;Pants;Polyester;L;Winter;0.33
PRD04566;Blouse Cotton S;Blouse;Cotton;S;Winter;0.26
PRD04567;Pants Denim M;Pants;Denim;M;Summer;0.57
PRD04568;Pants Silk XL;Pants;Silk;XL;Autumn;0.27
PRD04569;Shirt Linen XL;Shirt;Linen;XL;Summer;0.18
PRD04570;T-Shirt Polyester S;T-Shirt;Polyester;S;Winter;0.12
PRD04571;Dress Cotton S;Dress;Cotton;S;Spring;0.47
PRD04572;Coat Denim M;Coat;Denim;M;Autumn;1.85
PRD04573;Pants Polyester M;Pants;Polyester;M;Summer;0.3
PRD04574;Sweater Silk M;Sweater;Silk;M;Summer;0.48
PRD04575;Sweater Cotton L;Sweater;Cotton;L;Winter;0.82
PRD04576;Pants Cotton L;Pants;Cotton;L;Summer;0.4
PRD04577;Jacket Denim M;Jacket;Denim;M;Winter;1.09
PRD04578;Pants Polyester L;Pants;Polyester;L;Winter;0.32
PRD04579;Hoodie Cotton S;Hoodie;Cotton;S;Summer;0.87
PRD04580;Suit Cotton XS;Suit;Cotton;XS;Winter;1.0
PRD04581;Shorts Polyester M;Shorts;Polyester;M;Autumn;0.26
PRD04582;Pants Cotton S;Pants;Cotton;S;Autumn;0.4
PRD04583;T-Shirt Polyester M;T-Shirt;Polyester;M;Summer;0.12
PRD04584;Sweater Polyester L;Sweater;Polyester;L;Spring;0.55
PRD04585;Coat Linen S;Coat;Linen;S;Autumn;1.22
PRD04586;Shorts Cotton L;Shorts;Cotton;L;Summer;0.33
PRD04587;Jacket Denim M;Jacket;Denim;M;Summer;0.99
PRD04588;Shirt Cotton XS;Shirt;Cotton;XS;Summer;0.23
PRD04589;Coat Polyester M;Coat;Polyester;M;Summer;1.23
PRD04590;Sweater Cotton L;Sweater;Cotton;L;Autumn;0.8
PRD04591;Skirt Wool M;Skirt;Wool;M;Autumn;0.35
PRD04592;Pants Denim L;Pants;Denim;L;Summer;0.48
PRD04593;Dress Linen XL;Dress;Linen;XL;Spring;0.5
PRD04594;Pants Polyester L;Pants;Polyester;L;Summer;0.3
PRD04595;Jacket Polyester S;Jacket;Polyester;S;Winter;0.72
PRD04596;Suit Linen L;Suit;Linen;L;Spring;0.95
PRD04597;Sweater Denim M;Sweater;Denim;M;Spring;1.04
PRD04598;Pants Denim L;Pants;Denim;L;Winter;0.47
PRD04599;Jacket Cotton M;Jacket;Cotton;M;Spring;0.88
PRD04600;Pants Denim S;Pants;Denim;S;Spring;0.48
PRD04601;Shirt Cotton M;Shirt;Cotton;M;Summer;0.15
PRD04602;T-Shirt Cotton M;T-Shirt;Cotton;M;Spring;0.16
PRD04603;Blouse Cotton M;Blouse;Cotton;M;Winter;0.25
PRD04604;Jacket Cotton L;Jacket;Cotton;L;Summer;0.88
PRD04605;Sweater Linen L;Sweater;Linen;L;Summer;0.64
PRD04606;Blouse Silk M;Blouse;Silk;M;Winter;0.18
PRD04607;T-Shirt Linen M;T-Shirt;Linen;M;Spring;0.16
PRD04608;Shirt Polyester M;Shirt;Polyester;M;Spring;0.16
PRD04609;Shorts Polyester M;Shorts;Polyester;M;Summer;0.23
PRD04610;Jacket Wool XL;Jacket;Wool;XL;Winter;0.95
PRD04611;Pants Cotton L;Pants;Cotton;L;Autumn;0.41
PRD04612;Shirt Linen M;Shirt;Linen;M;Winter;0.13
PRD04613;Dress Wool M;Dress;Wool;M;Summer;0.63
PRD04614;Shirt Wool L;Shirt;Wool;L;Spring;0.27
PRD04615;Pants Polyester L;Pants;Polyester;L;Winter;0.32
PRD04616;Pants Silk M;Pants;Silk;M;Winter;0.27
PRD04617;T-Shirt Cotton S;T-Shirt;Cotton;S;Winter;0.16
PRD04618;Blouse Cotton XS;Blouse;Cotton;XS;Spring;0.29
PRD04619;Pants Linen M;Pants;Linen;M;Spring;0.38
PRD04620;T-Shirt Polyester M;T-Shirt;Polyester;M;Spring;0.12
PRD04621;T-Shirt Silk S;T-Shirt;Silk;S;Spring;0.1
PRD04622;Sweater Cotton L;Sweater;Cotton;L;Winter;0.63
PRD04623;Shirt Cotton M;Shirt;Cotton;M;Spring;0.2
PRD04624;Coat Silk XL;Coat;Silk;XL;Summer;1.05
PRD04625;Shorts Polyester S;Shorts;Polyester;S;Spring;0.19
PRD04626;Coat Polyester S;Coat;Polyester;S;Summer;1.11
PRD04627;Pants Cotton M;Pants;Cotton;M;Summer;0.45
PRD04628;Dress Cotton S;Dress;Cotton;S;Spring;0.49
PRD04629;Suit Wool XL;Suit;Wool;XL;Autumn;0.91
PRD04630;Dress Cotton XS;Dress;Cotton;XS;Spring;0.58
PRD04631;Shirt Silk M;Shirt;Silk;M;Autumn;0.13
PRD04632;Pants Linen XL;Pants;Linen;XL;Spring;0.34
PRD04633;T-Shirt Cotton M;T-Shirt;Cotton;M;Winter;0.17
PRD04634;T-Shirt Wool S;T-Shirt;Wool;S;Summer;0.17
PRD04635;Shirt Polyester M;Shirt;Polyester;M;Spring;0.13
PRD04636;Shorts Cotton M;Shorts;Cotton;M;Winter;0.31
PRD04637;Pants Cotton S;Pants;Cotton;S;Winter;0.43
PRD04638;Suit Polyester M;Suit;Polyester;M;Spring;0.76
PRD04639;Sweater Wool L;Sweater;Wool;L;Winter;0.83
PRD04640;T-Shirt Polyester L;T-Shirt;Polyester;L;Winter;0.11
PRD04641;Shorts Polyester XS;Shorts;Polyester;XS;Spring;0.22
PRD04642;Pants Linen S;Pants;Linen;S;Autumn;0.35
PRD04643;T-Shirt Linen M;T-Shirt;Linen;M;Winter;0.14
PRD04644;Shirt Polyester M;Shirt;Polyester;M;Summer;0.16
PRD04645;Coat Linen M;Coat;Linen;M;Spring;1.49
PRD04646;Sweater Cotton L;Sweater;Cotton;L;Summer;0.82
PRD04647;Coat Silk L;Coat;Silk;L;Spring;1.14
PRD04648;Pants Polyester S;Pants;Polyester;S;Summer;0.27
PRD04649;Blouse Linen L;Blouse;Linen;L;Winter;0.22
PRD04650;Shirt Polyester S;Shirt;Polyester;S;Winter;0.17
PRD04651;Shirt Cotton M;Shirt;Cotton;M;Winter;0.2
PRD04652;Coat Polyester S;Coat;Polyester;S;Summer;1.01
PRD04653;Dress Cotton S;Dress;Cotton;S;Winter;0.47
PRD04654;T-Shirt Wool L;T-Shirt;Wool;L;Summer;0.14
PRD04655;Jacket Polyester M;Jacket;Polyester;M;Winter;0.62
PRD04656;Shirt Linen S;Shirt;Linen;S;Summer;0.17
PRD04657;T-Shirt Wool XL;T-Shirt;Wool;XL;Winter;0.17
PRD04658;Skirt Wool M;Skirt;Wool;M;Summer;0.4
PRD04659;Shirt Cotton S;Shirt;Cotton;S;Spring;0.17
PRD04660;Sweater Denim S;Sweater;Denim;S;Winter;0.84
PRD04661;Dress Linen M;Dress;Linen;M;Spring;0.4
PRD04662;Skirt Linen XL;Skirt;Linen;XL;Spring;0.3
PRD04663;Dress Cotton M;Dress;Cotton;M;Autumn;0.56
PRD04664;T-Shirt Polyester XL;T-Shirt;Polyester;XL;Autumn;0.12
PRD04665;T-Shirt Cotton M;T-Shirt;Cotton;M;Spring;0.15
PRD04666;Coat Polyester M;Coat;Polyester;M;Winter;1.06
PRD04667;Shirt Cotton M;Shirt;Cotton;M;Summer;0.2
PRD04668;T-Shirt Polyester L;T-Shirt;Polyester;L;Spring;0.11
PRD04669;Coat Polyester M;Coat;Polyester;M;Summer;1.2
PRD04670;Coat Cotton L;Coat;Cotton;L;Summer;1.45
PRD04671;Jacket Polyester XS;Jacket;Polyester;XS;Spring;0.6
PRD04672;Blouse Silk M;Blouse;Silk;M;Autumn;0.18
PRD04673;Sweater Cotton M;Sweater;Cotton;M;Spring;0.75
PRD04674;Shirt Linen L;Shirt;Linen;L;Autumn;0.21
PRD04675;Jacket Cotton M;Jacket;Cotton;M;Spring;0.84
PRD04676;Blouse Cotton M;Blouse;Cotton;M;Summer;0.31
PRD04677;Shirt Cotton M;Shirt;Cotton;M;Spring;0.2
PRD04678;Shorts Linen L;Shorts;Linen;L;Winter;0.32
PRD04679;Coat Polyester L;Coat;Polyester;L;Summer;1.25
PRD04680;Suit Silk L;Suit;Silk;L;Summer;0.72
PRD04681;Pants Polyester M;Pants;Polyester;M;Spring;0.31
PRD04682;Pants Cotton XL;Pants;Cotton;XL;Spring;0.41
PRD04683;Shorts Wool L;Shorts;Wool;L;Autumn;0.38
PRD04684;Pants Cotton M;Pants;Cotton;M;Summer;0.34
PRD04685;T-Shirt Linen S;T-Shirt;Linen;S;Autumn;0.14
PRD04686;Jacket Cotton M;Jacket;Cotton;M;Spring;0.68
PRD04687;Shirt Cotton M;Shirt;Cotton;M;Spring;0.21
PRD04688;Shirt Linen L;Shirt;Linen;L;Winter;0.19
PRD04689;Skirt Denim L;Skirt;Denim;L;Autumn;0.45
PRD04690;Hoodie Cotton L;Hoodie;Cotton;L;Spring;0.82
PRD04691;Jacket Linen M;Jacket;Linen;M;Autumn;0.65
PRD04692;Jacket Cotton M;Jacket;Cotton;M;Summer;0.89
PRD04693;Pants Linen M;Pants;Linen;M;Winter;0.32
PRD04694;Dress Wool S;Dress;Wool;S;Summer;0.53
PRD04695;Jacket Cotton L;Jacket;Cotton;L;Winter;0.82
PRD04696;Blouse Cotton S;Blouse;Cotton;S;Spring;0.25
PRD04697;Dress Cotton L;Dress;Cotton;L;Summer;0.51
PRD04698;Dress Cotton L;Dress;Cotton;L;Summer;0.53
PRD04699;Shirt Cotton L;Shirt;Cotton;L;Winter;0.21
PRD04700;Hoodie Polyester S;Hoodie;Polyester;S;Summer;0.71
PRD04701;Pants Denim L;Pants;Denim;L;Summer;0.52
PRD04702;Shirt Cotton XL;Shirt;Cotton;XL;Winter;0.2
PRD04703;Suit Polyester L;Suit;Polyester;L;Summer;0.8
PRD04704;Skirt Polyester L;Skirt;Polyester;L;Autumn;0.21
PRD04705;Jacket Silk L;Jacket;Silk;L;Winter;0.6
PRD04706;Jacket Polyester M;Jacket;Polyester;M;Winter;0.71
PRD04707;T-Shirt Polyester L;T-Shirt;Polyester;L;Spring;0.13
PRD04708;Shirt Polyester L;Shirt;Polyester;L;Summer;0.17
PRD04709;T-Shirt Cotton L;T-Shirt;Cotton;L;Summer;0.14
PRD04710;Suit Cotton L;Suit;Cotton;L;Spring;0.86
PRD04711;Jacket Polyester M;Jacket;Polyester;M;Spring;0.69
PRD04712;Dress Cotton S;Dress;Cotton;S;Summer;0.5
PRD04713;Pants Polyester M;Pants;Polyester;M;Summer;0.33
PRD04714;Sweater Cotton M;Sweater;Cotton;M;Winter;0.72
PRD04715;Dress Polyester M;Dress;Polyester;M;Summer;0.41
PRD04716;Pants Cotton XS;Pants;Cotton;XS;Autumn;0.43
PRD04717;Skirt Denim M;Skirt;Denim;M;Spring;0.39
PRD04718;Hoodie Silk L;Hoodie;Silk;L;Summer;0.51
PRD04719;Jacket Cotton M;Jacket;Cotton;M;Autumn;0.86
PRD04720;Shorts Cotton XS;Shorts;Cotton;XS;Autumn;0.32
PRD04721;Pants Polyester M;Pants;Polyester;M;Spring;0.28
PRD04722;Shirt Cotton M;Shirt;Cotton;M;Spring;0.18
PRD04723;Pants Cotton M;Pants;Cotton;M;Winter;0.44
PRD04724;Jacket Cotton M;Jacket;Cotton;M;Winter;0.89
PRD04725;Pants Silk XL;Pants;Silk;XL;Summer;0.21
PRD04726;Shirt Silk XS;Shirt;Silk;XS;Summer;0.15
PRD04727;Blouse Polyester L;Blouse;Polyester;L;Summer;0.2
PRD04728;T-Shirt Polyester L;T-Shirt;Polyester;L;Summer;0.12
PRD04729;Sweater Denim XL;Sweater;Denim;XL;Winter;0.92
PRD04730;Shirt Denim S;Shirt;Denim;S;Winter;0.24
PRD04731;Shirt Denim M;Shirt;Denim;M;Summer;0.28
PRD04732;Shirt Cotton XS;Shirt;Cotton;XS;Summer;0.19
PRD04733;Sweater Cotton M;Sweater;Cotton;M;Winter;0.75
PRD04734;Shorts Wool S;Shorts;Wool;S;Summer;0.39
PRD04735;Jacket Polyester L;Jacket;Polyester;L;Summer;0.58
PRD04736;Shirt Cotton S;Shirt;Cotton;S;Summer;0.18
PRD04737;Dress Cotton M;Dress;Cotton;M;Winter;0.51
PRD04738;Pants Silk M;Pants;Silk;M;Autumn;0.32
PRD04739;Jacket Silk XL;Jacket;Silk;XL;Summer;0.53
PRD04740;Suit Cotton L;Suit;Cotton;L;Summer;0.96
PRD04741;Coat Silk M;Coat;Silk;M;Winter;1.08
PRD04742;Shirt Polyester S;Shirt;Polyester;S;Summer;0.17
PRD04743;Shirt Linen S;Shirt;Linen;S;Winter;0.19
PRD04744;Hoodie Polyester L;Hoodie;Polyester;L;Autumn;0.72
PRD04745;Pants Cotton L;Pants;Cotton;L;Summer;0.39
PRD04746;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.17
PRD04747;Shirt Polyester XS;Shirt;Polyester;XS;Summer;0.11
PRD04748;Shirt Polyester L;Shirt;Polyester;L;Summer;0.19
PRD04749;Jacket Cotton L;Jacket;Cotton;L;Summer;0.79
PRD04750;T-Shirt Denim XL;T-Shirt;Denim;XL;Summer;0.2
PRD04751;Pants Cotton M;Pants;Cotton;M;Autumn;0.48
PRD04752;Jacket Cotton M;Jacket;Cotton;M;Spring;0.74
PRD04753;Coat Polyester M;Coat;Polyester;M;Summer;1.48
PRD04754;Dress Polyester S;Dress;Polyester;S;Autumn;0.43
PRD04755;T-Shirt Polyester L;T-Shirt;Polyester;L;Autumn;0.13
PRD04756;T-Shirt Linen L;T-Shirt;Linen;L;Autumn;0.14
PRD04757;Shirt Polyester S;Shirt;Polyester;S;Summer;0.15
PRD04758;T-Shirt Polyester S;T-Shirt;Polyester;S;Winter;0.1
PRD04759;Dress Wool S;Dress;Wool;S;Spring;0.53
PRD04760;Hoodie Cotton XL;Hoodie;Cotton;XL;Spring;1.0
PRD04761;Dress Polyester S;Dress;Polyester;S;Winter;0.36
PRD04762;Hoodie Silk M;Hoodie;Silk;M;Winter;0.53
PRD04763;Sweater Cotton M;Sweater;Cotton;M;Autumn;0.69
PRD04764;Pants Polyester M;Pants;Polyester;M;Spring;0.34
PRD04765;Skirt Silk L;Skirt;Silk;L;Winter;0.21
PRD04766;Hoodie Cotton L;Hoodie;Cotton;L;Summer;0.95
PRD04767;T-Shirt Polyester S;T-Shirt;Polyester;S;Autumn;0.13
PRD04768;Shirt Denim L;Shirt;Denim;L;Summer;0.27
PRD04769;Coat Cotton M;Coat;Cotton;M;Winter;1.48
PRD04770;Pants Cotton XL;Pants;Cotton;XL;Winter;0.38
PRD04771;Shirt Silk M;Shirt;Silk;M;Winter;0.15
PRD04772;Jacket Silk XS;Jacket;Silk;XS;Summer;0.58
PRD04773;Pants Polyester M;Pants;Polyester;M;Spring;0.29
PRD04774;T-Shirt Polyester S;T-Shirt;Polyester;S;Summer;0.14
PRD04775;Pants Linen XS;Pants;Linen;XS;Autumn;0.37
PRD04776;T-Shirt Wool L;T-Shirt;Wool;L;Spring;0.19
PRD04777;Shirt Cotton L;Shirt;Cotton;L;Winter;0.19
PRD04778;Pants Cotton M;Pants;Cotton;M;Winter;0.45
PRD04779;Pants Polyester L;Pants;Polyester;L;Spring;0.27
PRD04780;Pants Silk M;Pants;Silk;M;Summer;0.33
PRD04781;Shirt Silk L;Shirt;Silk;L;Winter;0.11
PRD04782;Shirt Denim M;Shirt;Denim;M;Winter;0.22
PRD04783;Skirt Silk L;Skirt;Silk;L;Summer;0.22
PRD04784;Pants Polyester S;Pants;Polyester;S;Autumn;0.3
PRD04785;Jacket Polyester M;Jacket;Polyester;M;Autumn;0.62
PRD04786;Jacket Linen M;Jacket;Linen;M;Autumn;0.68
PRD04787;Blouse Wool M;Blouse;Wool;M;Winter;0.28
PRD04788;Blouse Polyester L;Blouse;Polyester;L;Summer;0.21
PRD04789;Dress Cotton M;Dress;Cotton;M;Summer;0.5
PRD04790;Pants Silk S;Pants;Silk;S;Spring;0.3
PRD04791;Shirt Polyester M;Shirt;Polyester;M;Summer;0.16
