ProductReference;SupplierName;DateOfIncident;IssueDescription;ResolutionStatus;CostImpact (€)
PRD01052;SupplierC;2024-06-14;Other;Not Resolved;194.0
PRD03151;SupplierD;2024-01-06;Packaging Damage;In Progress;1924.0
PRD09342;SupplierD;2023-08-13;Other;Resolved;186.0
PRD05833;SupplierB;2023-05-19;Labeling Error;In Progress;138.0
PRD02097;SupplierD;2023-07-24;Other;Resolved;281.0
PRD05782;SupplierD;2023-12-12;Incorrect Folding;Resolved;360.0
PRD03461;SupplierD;2023-02-12;Other;Resolved;58.0
PRD08190;SupplierE;2023-04-21;Incorrect Folding;Resolved;665.0
PRD03825;SupplierH;2024-01-15;Missing Items;Resolved;1385.0
PRD08283;SupplierB;2023-10-14;Labeling Error;Resolved;205.0
PRD05474;SupplierB;2024-02-13;Packaging Damage;In Progress;1502.0
PRD04515;SupplierA;2023-03-03;Other;Resolved;106.0
PRD00434;SupplierC;2024-02-26;Labeling Error;In Progress;361.0
PRD00829;SupplierB;2023-04-23;Incorrect Folding;In Progress;140.0
PRD09231;SupplierB;2023-05-15;Other;Resolved;255.0
PRD05851;SupplierB;2023-06-01;Labeling Error;Resolved;146.0
PRD01723;SupplierE;2023-02-01;Missing Items;Resolved;1485.0
PRD07313;SupplierF;2023-11-25;Other;Resolved;298.0
PRD00797;SupplierF;2023-07-23;Other;Resolved;355.0
;SupplierB;2023-07-06;Missing Items;Resolved;1209.0
PRD08515;SupplierF;2023-01-07;Missing Items;Resolved;587.0
PRD01385;SupplierC;2024-03-10;Packaging Damage;Resolved;662.0
PRD07559;SupplierD;2024-06-02;Packaging Damage;Resolved;1890.0
PRD07336;SupplierH;2023-07-16;Other;Resolved;139.0
PRD03977;SupplierH;2023-10-09;Packaging Damage;Not Resolved;1281.0
PRD00800;SupplierH;2023-07-19;Missing Items;Resolved;490.0
PRD06236;SupplierD;2023-12-11;Labeling Error;In Progress;145.0
PRD00699;SupplierB;2024-05-24;Incorrect Folding;Resolved;402.5
PRD03000;SupplierD;2023-03-05;Labeling Error;In Progress;383.0
PRD03131;SupplierE;2023-01-16;Incorrect Folding;Resolved;528.75
PRD07584;SupplierC;2023-08-30;Incorrect Folding;Resolved;556.25
PRD09250;SupplierD;2023-05-30;Other;Resolved;235.0
PRD06494;SupplierD;2024-01-07;Other;Resolved;258.0
PRD02012;SupplierC;2024-03-11;Labeling Error;Resolved;402.0
PRD05430;SupplierF;2023-08-02;Packaging Damage;Resolved;880.0
PRD09212;SupplierE;2024-06-01;Incorrect Folding;In Progress;346.25
PRD07457;SupplierB;2024-04-04;Other;Resolved;363.0
PRD08833;SupplierF;2024-01-26;Transportation Damage;Resolved;1248.0
PRD05735;SupplierF;2024-05-11;Packaging Damage;In Progress;1983.0
PRD06762;SupplierD;2023-09-24;Incorrect Folding;Resolved;171.25
PRD05401;SupplierD;2024-04-19;Missing Items;Resolved;1109.0
PRD05782;SupplierF;2023-11-13;Incorrect Folding;In Progress;512.5
PRD02474;SupplierD;2023-12-11;Packaging Damage;Resolved;1963.0
PRD05016;SupplierA;2023-08-27;Missing Items;Resolved;1270.0
PRD01352;SupplierC;2023-03-04;Other;Resolved;366.0
PRD06877;SupplierD;2023-06-24;Labeling Error;Resolved;362.0
PRD04266;SupplierB;2024-02-01;Packaging Damage;Resolved;1327.0
PRD00860;SupplierC;2023-07-03;Labeling Error;Resolved;226.0
PRD07096;SupplierF;2023-03-15;Other;Resolved;341.0
PRD02099;SupplierD;2023-09-04;Incorrect Folding;Not Resolved;370.0
PRD03867;SupplierF;2023-11-12;Transportation Damage;In Progress;1197.0
PRD01846;SupplierD;2024-03-06;Other;In Progress;87.0
PRD02877;SupplierH;2024-02-03;Other;In Progress;262.0
PRD02238;SupplierA;2023-09-13;Incorrect Folding;In Progress;712.5
PRD04329;SupplierG;2023-08-26;Labeling Error;In Progress;352.0
PRD02928;SupplierC;2023-10-07;Packaging Damage;Resolved;1423.0
PRD09109;SupplierD;2024-07-02;Other;Resolved;97.0
PRD01062;SupplierB;2023-06-27;Packaging Damage;Resolved;1238.0
PRD03103;SupplierC;2023-12-23;Labeling Error;Resolved;200.0
PRD04044;SupplierC;2023-12-08;Packaging Damage;Not Resolved;1708.0
PRD00827;SupplierD;2023-07-02;Missing Items;Resolved;1301.0
PRD07331;SupplierD;2023-09-16;Incorrect Folding;Resolved;520.0
PRD01085;SupplierA;2024-04-04;Incorrect Folding;Resolved;300.0
PRD03465;SupplierC;2023-12-30;Incorrect Folding;Resolved;615.0
PRD09309;SupplierF;2023-04-03;Incorrect Folding;Resolved;632.5
PRD06735;SupplierC;2023-11-19;Incorrect Folding;Resolved;382.5
PRD02423;SupplierD;2024-02-10;Packaging Damage;Resolved;789.0
PRD09599;SupplierC;2024-01-22;Incorrect Folding;Not Resolved;233.75
PRD01252;SupplierG;2024-02-05;Incorrect Folding;Resolved;581.25
PRD01538;SupplierB;2023-07-20;Packaging Damage;In Progress;929.0
PRD01122;SupplierF;2024-04-11;Other;Resolved;370.0
PRD09017;SupplierH;2023-07-01;Labeling Error;Resolved;122.0
PRD05319;SupplierA;2023-10-22;Labeling Error;In Progress;222.0
PRD05198;SupplierD;2023-09-28;Incorrect Folding;Not Resolved;187.5
PRD04263;SupplierH;2023-05-07;Other;Resolved;195.0
PRD02331;SupplierB;2023-10-25;Other;Not Resolved;71.0
PRD06738;SupplierC;2023-11-13;Labeling Error;Resolved;217.0
PRD00288;SupplierA;2023-10-04;Other;Resolved;70.0
PRD03399;SupplierA;2023-04-20;Other;Resolved;80.0
PRD09959;SupplierD;2024-05-23;Packaging Damage;Resolved;1971.0
PRD03780;SupplierD;2023-09-03;Product Wrinkled;Resolved;507.5
PRD09762;SupplierC;2023-01-08;Labeling Error;Resolved;125.0
PRD04895;SupplierC;2023-09-11;Packaging Damage;In Progress;651.0
PRD01149;SupplierC;2023-08-28;Incorrect Folding;Resolved;410.0
PRD03833;SupplierB;2023-12-02;Incorrect Folding;In Progress;210.0
PRD05129;SupplierA;2023-05-16;Incorrect Folding;Not Resolved;161.25
PRD00969;SupplierD;2023-03-31;Incorrect Folding;In Progress;506.25
PRD06801;SupplierF;2023-04-15;Labeling Error;In Progress;369.0
PRD05166;SupplierD;2023-08-16;Other;Resolved;55.0
PRD09686;SupplierD;2023-07-25;Missing Items;In Progress;939.0
PRD01828;SupplierF;2024-01-11;Missing Items;Resolved;654.0
PRD00677;SupplierG;2023-12-02;Incorrect Folding;Resolved;701.25
PRD03963;SupplierE;2023-03-20;Labeling Error;In Progress;430.0
PRD00507;SupplierD;2023-12-18;Labeling Error;In Progress;299.0
PRD09723;SupplierC;2023-10-23;Other;Resolved;91.0
PRD05167;SupplierD;2023-08-19;Other;Resolved;305.0
PRD06322;SupplierH;2024-03-24;Incorrect Folding;Resolved;296.25
PRD09976;SupplierA;2024-05-16;Incorrect Folding;Resolved;240.0
PRD01187;SupplierD;2024-02-12;Packaging Damage;Resolved;610.0
PRD00701;SupplierF;2023-05-19;Other;Resolved;316.0
PRD00834;SupplierE;2023-03-21;Labeling Error;Resolved;212.0
PRD09856;SupplierB;2023-06-01;Other;Resolved;364.0
PRD00794;SupplierF;2024-03-27;Transportation Damage;Not Resolved;1358.0
PRD09969;SupplierD;2024-04-03;Other;Resolved;381.0
PRD00688;SupplierD;2023-11-19;Other;Resolved;239.0
PRD00695;SupplierA;2023-06-21;Incorrect Folding;Not Resolved;421.25
PRD02501;SupplierF;2023-12-26;Labeling Error;In Progress;467.0
PRD05249;SupplierD;2023-09-21;Other;Resolved;200.0
PRD08071;SupplierA;2023-06-01;Other;Resolved;120.0
PRD03298;SupplierA;2023-03-16;Incorrect Folding;Resolved;732.5
PRD06490;SupplierB;2023-09-27;Packaging Damage;Resolved;1492.0
PRD08680;SupplierD;2024-06-07;Labeling Error;Resolved;485.0
PRD02315;SupplierF;2023-02-23;Packaging Damage;In Progress;1873.75
PRD03519;SupplierC;2023-06-01;Labeling Error;In Progress;282.0
PRD03533;SupplierD;2024-01-28;Other;Not Resolved;199.0
PRD00642;SupplierB;2023-01-14;Incorrect Folding;Resolved;172.5
PRD00394;SupplierC;2024-02-12;Labeling Error;Resolved;395.0
PRD09904;SupplierC;2023-07-29;Other;Resolved;259.0
PRD04200;SupplierB;2023-08-27;Packaging Damage;Resolved;567.0
PRD00339;SupplierB;2023-04-02;Other;Resolved;96.0
PRD09671;SupplierH;2023-09-03;Incorrect Folding;In Progress;296.25
;SupplierD;2024-05-28;Missing Items;In Progress;1131.0
PRD04387;SupplierC;2024-02-17;Other;Resolved;87.0
PRD07412;SupplierF;2023-12-14;Transportation Damage;Resolved;761.0
PRD06639;SupplierF;2023-05-16;Labeling Error;Not Resolved;374.0
PRD02975;SupplierF;2023-05-22;Packaging Damage;Resolved;1924.0
PRD08297;SupplierE;2024-06-18;Other;Resolved;123.0
PRD03649;SupplierF;2023-09-02;Other;Resolved;209.0
PRD08647;SupplierA;2023-10-09;Other;Resolved;383.0
PRD05870;SupplierG;2024-07-06;Other;In Progress;169.0
PRD02722;SupplierB;2024-06-05;Labeling Error;Resolved;338.0
PRD04220;SupplierC;2024-01-28;Other;Resolved;219.0
PRD06127;SupplierE;2023-02-02;Other;Resolved;318.0
PRD06513;SupplierB;2023-05-31;Labeling Error;Resolved;417.0
PRD03575;SupplierA;2024-04-10;Labeling Error;Resolved;472.0
PRD06091;SupplierA;2023-03-31;Other;In Progress;82.0
PRD09944;SupplierE;2024-03-03;Packaging Damage;Resolved;1356.0
PRD08678;SupplierE;2023-11-27;Packaging Damage;Resolved;1412.0
PRD01112;SupplierD;2023-12-13;Other;Resolved;341.0
PRD02832;SupplierH;2024-01-18;Transportation Damage;Resolved;533.0
PRD05484;SupplierE;2023-10-21;Packaging Damage;Resolved;933.75
PRD08921;SupplierB;2023-12-03;Other;Resolved;143.0
PRD06952;SupplierE;2024-01-15;Other;Resolved;134.0
PRD07678;SupplierD;2024-06-20;Other;Resolved;165.0
PRD03728;SupplierG;2024-05-13;Labeling Error;Resolved;488.0
PRD02103;SupplierC;2023-11-06;Labeling Error;In Progress;158.0
PRD01231;SupplierA;2023-12-14;Labeling Error;In Progress;136.0
PRD09219;SupplierD;2023-12-25;Labeling Error;Resolved;337.0
PRD09914;SupplierC;2023-04-13;Other;Resolved;355.0
PRD01173;SupplierB;2024-04-09;Packaging Damage;Resolved;1681.0
PRD05348;SupplierD;2024-03-09;Other;Resolved;123.0
PRD01698;SupplierF;2023-09-02;Incorrect Folding;In Progress;233.75
PRD02329;SupplierB;2023-05-04;Incorrect Folding;Resolved;493.75
PRD07334;SupplierD;2024-02-18;Incorrect Folding;In Progress;292.5
PRD04855;SupplierC;2024-02-16;Other;In Progress;55.0
PRD07339;SupplierC;2023-12-07;Packaging Damage;Resolved;1112.0
PRD00218;SupplierF;2023-04-19;Other;Resolved;353.0
PRD04089;SupplierG;2024-03-03;Labeling Error;Resolved;241.0
PRD04994;SupplierB;2023-11-05;Packaging Damage;Resolved;1308.0
PRD08295;SupplierD;2024-05-26;Labeling Error;In Progress;466.0
PRD03334;SupplierE;2024-04-29;Product Wrinkled;Resolved;738.75
PRD02941;SupplierC;2023-07-06;Other;Resolved;61.0
PRD06504;SupplierA;2024-06-07;Labeling Error;Resolved;164.0
PRD02184;SupplierE;2024-05-15;Missing Items;Resolved;363.0
PRD07207;SupplierE;2023-01-17;Other;Resolved;393.0
PRD04436;SupplierA;2023-02-28;Other;In Progress;356.0
;SupplierC;2024-01-23;Missing Items;In Progress;829.0
PRD09581;SupplierH;2024-01-29;Incorrect Folding;Resolved;392.5
PRD06955;SupplierF;2023-05-18;Labeling Error;Resolved;230.0
;SupplierH;2023-05-06;Missing Items;Resolved;1465.0
PRD04643;SupplierC;2024-06-15;Labeling Error;Resolved;446.0
PRD00639;SupplierF;2023-11-22;Other;Resolved;149.0
PRD04329;SupplierC;2023-08-03;Labeling Error;Resolved;226.0
PRD08225;SupplierD;2023-07-22;Other;Resolved;183.0
PRD00395;SupplierH;2023-02-23;Other;Resolved;294.0
PRD05005;SupplierC;2023-04-06;Labeling Error;In Progress;307.0
PRD05336;SupplierC;2023-07-12;Other;In Progress;147.0
PRD04894;SupplierG;2023-11-05;Missing Items;Resolved;1143.0
PRD01985;SupplierF;2023-03-05;Labeling Error;Resolved;362.0
PRD09932;SupplierD;2024-01-17;Labeling Error;Resolved;197.0
PRD02033;SupplierB;2024-04-23;Missing Items;Resolved;349.0
PRD07935;SupplierF;2023-08-03;Other;Resolved;351.0
PRD02932;SupplierB;2024-04-13;Packaging Damage;Resolved;1510.0
PRD05754;SupplierC;2023-10-06;Labeling Error;In Progress;391.0
PRD02800;SupplierC;2023-06-17;Labeling Error;Not Resolved;444.0
PRD09481;SupplierC;2023-03-04;Labeling Error;Resolved;103.0
PRD00464;SupplierC;2023-09-12;Incorrect Folding;In Progress;173.75
PRD06833;SupplierE;2023-06-18;Missing Items;In Progress;1302.0
PRD06297;SupplierD;2024-03-28;Other;Resolved;381.0
PRD05878;SupplierB;2023-11-15;Other;Resolved;140.0
PRD08026;SupplierB;2024-01-04;Incorrect Folding;Resolved;168.75
PRD09386;SupplierC;2023-12-27;Incorrect Folding;Resolved;682.5
PRD05210;SupplierC;2023-11-18;Labeling Error;Resolved;340.0
PRD01497;SupplierG;2024-03-20;Packaging Damage;Resolved;1736.0
PRD09875;SupplierF;2024-01-27;Other;Resolved;100.0
PRD08151;SupplierC;2023-01-16;Incorrect Folding;In Progress;595.0
PRD05927;SupplierH;2023-07-16;Labeling Error;Resolved;296.0
PRD05716;SupplierC;2024-06-12;Incorrect Folding;In Progress;461.25
PRD08095;SupplierD;2023-07-08;Other;Resolved;171.0
PRD06448;SupplierC;2024-02-18;Incorrect Folding;In Progress;643.75
PRD05987;SupplierE;2024-02-23;Missing Items;Not Resolved;365.0
PRD07505;SupplierC;2023-07-19;Other;Resolved;98.0
PRD00013;SupplierD;2024-03-20;Incorrect Folding;In Progress;740.0
PRD06321;SupplierC;2023-09-02;Incorrect Folding;Resolved;293.75
PRD06270;SupplierG;2023-11-18;Other;Resolved;217.0
PRD05261;SupplierA;2023-04-22;Incorrect Folding;Resolved;172.5
PRD02443;SupplierB;2023-12-15;Incorrect Folding;Resolved;317.5
PRD07742;SupplierF;2023-01-27;Labeling Error;Resolved;402.0
PRD00088;SupplierC;2024-04-01;Other;Resolved;150.0
PRD04448;SupplierB;2023-12-25;Labeling Error;Resolved;481.0
PRD07602;SupplierF;2023-02-24;Incorrect Folding;In Progress;295.0
PRD01973;SupplierG;2023-02-22;Other;Resolved;143.0
PRD02573;SupplierD;2024-02-05;Other;Resolved;259.0
PRD00260;SupplierH;2024-02-19;Labeling Error;Resolved;286.0
PRD06259;SupplierB;2023-07-20;Labeling Error;Not Resolved;451.0
;SupplierD;2023-01-30;Missing Items;Resolved;741.0
PRD04977;SupplierC;2023-10-30;Labeling Error;Resolved;399.0
PRD01612;SupplierA;2024-01-19;Packaging Damage;In Progress;1632.0
PRD01076;SupplierB;2023-02-01;Packaging Damage;Resolved;973.0
PRD00379;SupplierE;2024-04-22;Labeling Error;Resolved;206.0
PRD02927;SupplierA;2023-02-16;Labeling Error;Resolved;250.0
PRD03193;SupplierG;2024-04-15;Other;In Progress;395.0
PRD07396;SupplierF;2023-12-25;Labeling Error;Resolved;141.0
PRD02611;SupplierC;2023-03-29;Labeling Error;Resolved;371.0
PRD05283;SupplierD;2024-03-08;Incorrect Folding;Not Resolved;671.25
PRD01789;SupplierC;2023-11-03;Labeling Error;In Progress;183.0
PRD04280;SupplierC;2023-05-11;Other;Resolved;367.0
PRD05408;SupplierB;2023-09-01;Other;In Progress;88.0
PRD08639;SupplierG;2023-11-28;Missing Items;In Progress;687.0
PRD03234;SupplierC;2023-05-29;Labeling Error;In Progress;193.0
PRD04321;SupplierD;2023-05-11;Other;Resolved;85.0
PRD05060;SupplierB;2024-04-10;Other;In Progress;353.0
PRD03008;SupplierH;2023-03-23;Labeling Error;Resolved;215.0
PRD02165;SupplierF;2023-01-25;Other;Resolved;182.0
PRD01706;SupplierB;2023-06-18;Labeling Error;Not Resolved;247.0
PRD07556;SupplierC;2024-02-22;Packaging Damage;In Progress;519.0
PRD03849;SupplierB;2023-01-31;Packaging Damage;Resolved;1187.0
PRD07059;SupplierC;2024-04-26;Incorrect Folding;Resolved;726.25
PRD00917;SupplierH;2024-02-14;Other;Resolved;289.0
PRD00828;SupplierC;2024-02-05;Incorrect Folding;Resolved;713.75
PRD00011;SupplierB;2023-03-20;Missing Items;Resolved;1054.0
PRD08361;SupplierG;2023-03-16;Labeling Error;Resolved;359.0
PRD05744;SupplierB;2023-09-16;Packaging Damage;Resolved;2456.25
PRD00618;SupplierG;2023-01-04;Incorrect Folding;Resolved;228.75
PRD08502;SupplierD;2024-07-14;Other;Resolved;77.0
;SupplierH;2024-01-13;Missing Items;In Progress;835.0
PRD04066;SupplierH;2023-10-19;Incorrect Folding;Resolved;723.75
PRD08401;SupplierA;2023-06-26;Other;Resolved;207.0
PRD09684;SupplierB;2023-01-12;Missing Items;Resolved;1223.0
PRD08343;SupplierF;2023-04-23;Labeling Error;Resolved;311.0
PRD05255;SupplierC;2023-12-17;Labeling Error;Resolved;315.0
PRD07528;SupplierF;2024-06-19;Incorrect Folding;Resolved;168.75
PRD01246;SupplierE;2023-10-30;Packaging Damage;Resolved;1812.0
PRD09351;SupplierG;2024-01-28;Labeling Error;In Progress;149.0
PRD01503;SupplierG;2023-05-11;Incorrect Folding;Resolved;746.25
PRD08108;SupplierC;2023-11-25;Other;In Progress;186.0
PRD02288;SupplierH;2024-02-02;Other;In Progress;388.0
PRD00202;SupplierC;2023-11-29;Labeling Error;Resolved;376.0
PRD06300;SupplierC;2024-05-16;Incorrect Folding;Resolved;427.5
PRD04936;SupplierB;2024-05-26;Packaging Damage;In Progress;1468.0
PRD09638;SupplierD;2024-05-26;Labeling Error;In Progress;148.0
PRD09898;SupplierD;2023-08-02;Packaging Damage;Resolved;1283.0
PRD03448;SupplierG;2023-08-18;Packaging Damage;In Progress;1059.0
PRD00052;SupplierA;2023-01-17;Labeling Error;Resolved;193.0
PRD08982;SupplierB;2023-03-23;Packaging Damage;Resolved;991.0
PRD06429;SupplierD;2024-03-16;Other;Resolved;72.0
PRD01260;SupplierH;2023-08-16;Other;Resolved;288.0
PRD04060;SupplierB;2024-05-10;Packaging Damage;Resolved;1756.0
PRD07572;SupplierF;2023-06-23;Other;Resolved;77.0
PRD05804;SupplierB;2023-02-20;Labeling Error;Resolved;364.0
PRD04203;SupplierC;2023-07-29;Labeling Error;Resolved;325.0
PRD02408;SupplierB;2023-09-10;Missing Items;Not Resolved;1134.0
PRD07545;SupplierF;2024-04-17;Labeling Error;Resolved;148.0
PRD03068;SupplierC;2024-06-10;Missing Items;Resolved;970.0
PRD04414;SupplierF;2023-09-23;Packaging Damage;In Progress;1043.0
PRD04511;SupplierF;2024-02-18;Labeling Error;Not Resolved;203.0
PRD01828;SupplierF;2024-03-08;Missing Items;Resolved;1344.0
PRD08748;SupplierG;2024-05-30;Labeling Error;Resolved;362.0
PRD08611;SupplierB;2024-01-05;Incorrect Folding;Resolved;558.75
PRD02112;SupplierF;2023-09-20;Incorrect Folding;Resolved;250.0
PRD07682;SupplierE;2023-04-10;Other;Resolved;131.0
PRD05898;SupplierA;2023-08-13;Incorrect Folding;Resolved;616.25
PRD08652;SupplierC;2023-08-05;Packaging Damage;Resolved;721.0
PRD05233;SupplierB;2024-04-20;Packaging Damage;In Progress;1517.5
PRD01615;SupplierF;2024-01-01;Other;In Progress;261.0
PRD02767;SupplierD;2024-02-13;Other;In Progress;214.0
PRD03481;SupplierG;2023-03-26;Incorrect Folding;In Progress;218.75
PRD06743;SupplierB;2023-03-28;Other;In Progress;112.0
PRD05230;SupplierE;2023-02-13;Incorrect Folding;Resolved;601.25
PRD05725;SupplierB;2023-10-23;Incorrect Folding;Resolved;182.5
PRD00250;SupplierE;2023-01-12;Labeling Error;Resolved;377.0
PRD08465;SupplierC;2024-05-23;Other;Resolved;68.0
PRD04795;SupplierD;2024-07-03;Missing Items;Resolved;413.0
PRD09918;SupplierB;2023-06-24;Missing Items;Resolved;531.0
PRD09110;SupplierH;2023-05-20;Packaging Damage;Not Resolved;1640.0
PRD06269;SupplierC;2023-06-21;Incorrect Folding;Resolved;405.0
PRD02491;SupplierC;2024-07-11;Other;Resolved;101.0
PRD02917;SupplierB;2023-01-31;Other;Not Resolved;61.0
PRD09115;SupplierA;2023-10-12;Other;Resolved;98.0
PRD09822;SupplierC;2023-04-26;Other;In Progress;163.0
PRD00770;SupplierB;2024-01-03;Labeling Error;Resolved;268.0
PRD01342;SupplierB;2023-12-17;Other;Resolved;132.0
PRD05985;SupplierC;2023-09-27;Labeling Error;In Progress;468.0
PRD06877;SupplierC;2024-05-29;Labeling Error;Resolved;456.0
PRD08728;SupplierE;2023-08-01;Missing Items;In Progress;871.0
PRD03375;SupplierD;2024-04-10;Labeling Error;In Progress;378.0
PRD08331;SupplierD;2023-10-30;Packaging Damage;Resolved;669.0
PRD03241;SupplierF;2023-05-03;Packaging Damage;Resolved;1252.0
PRD09304;SupplierC;2023-07-23;Other;Resolved;398.0
PRD08305;SupplierF;2023-07-26;Labeling Error;Resolved;170.0
PRD01131;SupplierE;2023-08-05;Other;In Progress;87.0
PRD04414;SupplierA;2023-07-28;Other;Resolved;317.0
PRD02235;SupplierB;2023-03-14;Packaging Damage;In Progress;1361.0
PRD00936;SupplierC;2023-08-08;Other;Resolved;266.0
PRD04840;SupplierE;2023-02-10;Missing Items;Resolved;1408.0
PRD02217;SupplierE;2023-12-29;Labeling Error;Resolved;310.0
PRD00565;SupplierB;2024-05-25;Packaging Damage;Resolved;763.0
PRD03775;SupplierE;2024-01-25;Packaging Damage;In Progress;2257.5
PRD06753;SupplierA;2023-05-25;Missing Items;In Progress;1378.0
PRD03518;SupplierE;2023-02-16;Incorrect Folding;Not Resolved;387.5
PRD09867;SupplierH;2023-12-22;Transportation Damage;Not Resolved;570.0
PRD08562;SupplierF;2023-10-20;Labeling Error;Not Resolved;306.0
PRD02383;SupplierF;2023-08-02;Labeling Error;In Progress;355.0
PRD04469;SupplierF;2023-01-22;Other;Resolved;85.0
PRD08717;SupplierC;2023-12-03;Other;Resolved;361.0
PRD08424;SupplierD;2023-04-09;Incorrect Folding;Resolved;370.0
PRD07553;SupplierB;2024-04-24;Packaging Damage;In Progress;1515.0
PRD06301;SupplierC;2023-09-08;Labeling Error;Resolved;370.0
PRD06699;SupplierF;2023-08-07;Incorrect Folding;In Progress;482.5
PRD04435;SupplierG;2023-08-04;Incorrect Folding;In Progress;608.75
PRD08844;SupplierC;2024-05-31;Labeling Error;In Progress;164.0
PRD05381;SupplierF;2024-02-08;Incorrect Folding;Resolved;442.5
PRD09497;SupplierD;2024-05-20;Incorrect Folding;Resolved;366.25
PRD06055;SupplierD;2023-07-08;Labeling Error;Resolved;363.0
PRD01314;SupplierD;2023-10-24;Other;Resolved;325.0
PRD02975;SupplierA;2023-11-30;Packaging Damage;Resolved;800.0
PRD01384;SupplierC;2023-03-24;Incorrect Folding;Resolved;430.0
PRD03168;SupplierF;2023-03-18;Labeling Error;Resolved;194.0
PRD00387;SupplierB;2024-01-06;Other;Resolved;301.0
PRD00992;SupplierE;2024-03-25;Packaging Damage;Resolved;520.0
PRD02861;SupplierA;2023-09-03;Labeling Error;Resolved;269.0
PRD07580;SupplierB;2023-02-02;Packaging Damage;Resolved;1032.5
PRD04869;SupplierE;2023-04-26;Other;In Progress;250.0
PRD02606;SupplierB;2023-03-07;Missing Items;Not Resolved;685.0
;SupplierD;2023-05-15;Other;Resolved;266.0
PRD02531;SupplierC;2023-03-05;Packaging Damage;Resolved;1617.0
PRD07028;SupplierD;2024-05-21;Packaging Damage;Not Resolved;1471.0
PRD01975;SupplierE;2023-03-18;Other;In Progress;258.0
PRD06260;SupplierF;2024-04-02;Incorrect Folding;In Progress;281.25
PRD07983;SupplierA;2023-02-12;Packaging Damage;In Progress;1965.0
PRD05375;SupplierB;2023-07-28;Other;Resolved;332.0
PRD02955;SupplierD;2024-03-17;Other;Resolved;85.0
PRD00310;SupplierB;2023-11-08;Other;Resolved;312.0
PRD05245;SupplierF;2024-02-29;Packaging Damage;Resolved;972.0
PRD03548;SupplierB;2024-05-22;Other;Resolved;303.0
